file,point_x,point_y,distance,ground_truth_x,ground_truth_y,kind
110_4,477,250,3.1622776601683795,474,249,termination
110_4,427,273,6.0,427,279,bifurcation
110_4,321,318,7.0,328,318,bifurcation
110_4,381,414,5.830951894845301,384,409,termination
110_4,316,311,6.324555320336759,314,317,bifurcation
110_4,321,318,7.0710678118654755,314,317,bifurcation
110_4,313,319,2.23606797749979,314,317,bifurcation
110_4,265,183,2.23606797749979,267,182,termination
110_4,262,187,7.0710678118654755,267,182,termination
110_5,226,332,4.123105625617661,230,333,termination
110_5,248,359,3.0,248,356,termination
110_5,246,363,7.280109889280518,248,356,termination
110_5,333,313,2.8284271247461903,331,315,termination
110_5,342,183,1.0,341,183,termination
110_5,345,189,7.211102550927978,341,183,termination
110_5,213,216,7.280109889280518,206,218,termination
110_5,312,202,5.830951894845301,317,205,termination
110_5,314,205,3.0,317,205,termination
110_5,318,206,1.4142135623730951,317,205,termination
110_5,315,211,6.324555320336759,317,205,termination
110_5,356,218,6.324555320336759,362,216,bifurcation
110_5,384,239,7.0710678118654755,379,234,bifurcation
110_5,328,254,5.385164807134504,330,259,termination
110_6,316,297,6.324555320336759,314,303,bifurcation
110_6,316,299,4.47213595499958,314,303,bifurcation
110_6,322,296,7.0710678118654755,329,295,bifurcation
110_6,374,345,6.708203932499369,380,348,bifurcation
110_6,283,201,6.708203932499369,280,195,bifurcation
110_6,379,236,5.0,384,236,bifurcation
110_6,303,285,6.0,309,285,termination
110_6,308,288,3.1622776601683795,309,285,termination
110_8,434,349,5.830951894845301,439,352,bifurcation
