file,point_x,point_y,kind 
103_8,391,300,termination
103_8,349,115,bifurcation
103_8,395,340,bifurcation
103_8,283,70,termination
103_8,194,382,termination
103_8,237,166,termination
103_8,217,139,termination
103_8,363,157,termination
103_8,357,209,termination
103_8,383,213,termination
103_8,318,174,termination
103_8,216,126,termination
103_8,212,154,termination
103_8,316,186,termination
103_8,391,301,bifurcation
103_8,255,73,termination
103_8,382,398,bifurcation
103_8,230,174,termination
103_8,391,320,termination
103_8,390,232,termination
103_8,229,91,termination
103_8,339,111,termination
103_8,376,213,termination
103_8,407,303,bifurcation
103_8,369,158,termination
103_8,389,365,termination
103_8,389,291,termination
103_8,268,127,bifurcation
103_8,350,111,termination
103_8,364,161,termination
103_8,383,401,termination
103_8,384,392,termination
103_8,365,163,termination
103_8,303,113,termination
103_8,306,190,bifurcation
103_8,301,111,termination
103_8,297,126,bifurcation
103_8,396,348,termination
103_8,399,363,bifurcation
103_8,383,238,bifurcation
103_8,357,207,termination
103_8,214,124,termination
103_8,399,340,bifurcation
103_8,302,200,termination
103_8,392,367,termination
103_8,308,207,termination
103_8,276,97,termination
103_8,230,127,termination
103_8,223,144,termination
103_8,335,119,termination
103_8,300,101,termination
103_8,351,158,bifurcation
103_8,334,119,termination
103_8,384,189,termination
103_8,311,325,termination
103_8,399,333,termination
103_8,400,336,termination
103_8,303,203,bifurcation
103_8,207,160,termination
103_8,285,78,termination
103_8,270,118,termination
103_8,268,125,termination
103_8,326,174,termination
103_8,383,200,termination
103_8,380,408,termination
103_8,368,155,termination
103_8,382,236,bifurcation
103_8,398,268,termination
103_8,269,55,termination
103_8,367,66,termination
103_8,214,127,bifurcation
103_8,395,253,termination
103_8,290,114,termination
103_8,301,113,bifurcation
103_8,349,216,termination
103_8,394,370,bifurcation
103_8,403,250,termination
103_8,227,164,termination
103_8,301,190,bifurcation
103_8,396,370,bifurcation
103_8,393,301,termination
103_8,303,215,bifurcation
103_8,385,223,termination
103_8,350,105,termination
103_8,232,158,termination
103_8,340,130,termination
103_8,254,63,termination
103_8,277,71,termination
103_8,222,95,termination
103_8,326,134,termination
103_8,392,328,termination
103_8,273,76,termination
103_8,337,175,termination
103_8,403,304,bifurcation
103_8,332,167,termination
103_8,350,120,termination
104_1,180,297,termination
104_1,269,127,termination
104_1,369,185,termination
104_1,291,269,termination
104_1,276,252,termination
104_1,221,253,bifurcation
104_1,220,67,bifurcation
104_1,366,184,termination
104_1,224,286,bifurcation
104_1,248,273,bifurcation
104_1,316,253,termination
104_1,334,177,bifurcation
104_1,294,289,bifurcation
104_1,270,103,termination
104_1,274,95,termination
104_1,215,46,bifurcation
104_1,274,93,bifurcation
104_1,366,178,termination
104_1,298,132,termination
104_1,365,176,termination
104_1,349,221,termination
104_1,347,247,bifurcation
104_1,364,212,bifurcation
104_1,268,131,bifurcation
104_1,311,124,termination
104_1,193,278,bifurcation
104_1,219,67,bifurcation
104_1,363,219,termination
104_1,347,267,termination
104_1,334,291,bifurcation
104_1,219,63,termination
104_1,266,171,termination
104_1,368,184,bifurcation
104_1,337,288,termination
104_1,351,253,bifurcation
104_1,369,179,termination
104_1,251,207,termination
104_1,340,266,bifurcation
104_1,331,290,bifurcation
104_1,335,279,bifurcation
104_1,331,259,termination
104_1,366,166,bifurcation
104_1,369,183,termination
104_1,270,105,bifurcation
104_1,368,191,termination
104_2,318,287,termination
104_2,380,348,bifurcation
104_2,323,275,termination
104_2,389,352,termination
104_2,377,382,termination
104_2,397,176,termination
104_2,380,343,termination
104_2,288,374,bifurcation
104_2,396,321,bifurcation
104_2,335,253,bifurcation
104_2,316,276,termination
104_2,396,339,bifurcation
104_2,367,332,bifurcation
104_2,379,383,bifurcation
104_2,272,376,bifurcation
104_2,396,173,bifurcation
104_2,382,361,termination
104_2,385,158,termination
104_2,365,330,termination
104_2,316,299,termination
104_2,318,280,termination
104_2,382,378,bifurcation
104_2,295,381,termination
104_2,391,161,termination
104_2,356,326,bifurcation
104_2,315,277,bifurcation
104_2,349,307,bifurcation
104_2,261,230,bifurcation
104_2,379,354,bifurcation
104_2,251,235,bifurcation
104_2,318,290,bifurcation
104_2,263,233,bifurcation
104_2,383,158,termination
104_2,337,304,bifurcation
104_2,383,163,bifurcation
104_2,347,308,termination
104_2,370,174,termination
104_2,384,159,bifurcation
104_2,383,155,termination
104_2,392,346,termination
104_3,429,114,termination
104_3,249,316,termination
104_3,366,288,termination
104_3,301,227,termination
104_3,403,313,termination
104_3,430,341,termination
104_3,261,259,termination
104_3,365,297,termination
104_3,231,414,bifurcation
104_3,427,363,termination
104_3,280,331,bifurcation
104_3,205,119,termination
104_3,206,305,bifurcation
104_3,253,333,termination
104_3,231,188,bifurcation
104_3,424,366,termination
104_3,243,322,termination
104_3,258,66,termination
104_3,429,334,bifurcation
104_3,294,276,termination
104_3,340,383,termination
104_3,241,316,termination
104_3,243,236,termination
104_3,285,383,bifurcation
104_3,215,95,bifurcation
104_3,302,184,termination
104_3,279,334,bifurcation
104_3,318,47,termination
104_3,188,346,termination
104_3,179,307,termination
104_3,301,280,termination
104_3,174,330,bifurcation
104_3,341,52,termination
104_3,396,412,termination
104_3,336,287,bifurcation
104_3,297,271,termination
104_3,321,53,termination
104_3,273,62,termination
104_3,220,180,bifurcation
104_3,398,440,termination
104_3,171,410,bifurcation
104_3,313,286,termination
104_3,387,348,bifurcation
104_3,396,425,termination
104_3,343,327,termination
104_3,269,253,termination
104_3,381,270,bifurcation
104_3,224,50,termination
104_3,388,309,termination
104_3,288,222,termination
104_3,270,304,termination
104_3,175,315,bifurcation
104_3,412,405,bifurcation
104_3,299,212,termination
104_3,397,303,bifurcation
104_3,261,62,termination
104_3,285,230,termination
104_3,253,307,termination
104_3,283,236,termination
104_3,414,311,termination
104_3,322,438,bifurcation
104_3,345,57,termination
104_3,230,192,termination
104_3,392,269,termination
104_3,305,233,termination
104_3,358,365,bifurcation
104_3,340,332,termination
104_3,324,380,termination
104_3,225,365,termination
104_3,203,121,termination
104_3,269,319,termination
104_3,285,333,termination
104_3,245,334,termination
104_3,410,314,termination
104_3,415,392,bifurcation
104_3,169,331,termination
104_3,428,110,bifurcation
104_3,391,301,termination
104_3,205,304,termination
104_3,185,273,termination
104_3,315,283,termination
104_3,428,326,bifurcation
104_3,174,334,termination
104_3,322,354,termination
104_3,286,447,bifurcation
104_3,299,200,termination
104_3,427,320,bifurcation
104_3,396,421,bifurcation
104_3,374,306,termination
104_3,344,314,termination
104_3,206,402,termination
104_3,362,286,bifurcation
104_3,428,355,bifurcation
104_3,291,247,termination
104_3,377,298,termination
104_3,254,252,bifurcation
104_3,224,173,termination
104_3,302,186,bifurcation
104_3,172,339,termination
104_3,401,425,termination
104_3,284,245,termination
104_3,411,306,termination
104_3,223,192,bifurcation
104_3,258,297,termination
104_3,175,423,bifurcation
104_3,430,110,bifurcation
104_3,388,306,termination
104_3,392,352,bifurcation
104_3,245,248,termination
104_3,393,269,termination
104_3,431,121,bifurcation
104_3,312,54,termination
104_3,302,205,termination
104_3,259,435,bifurcation
104_3,411,385,bifurcation
104_3,257,332,termination
104_3,198,190,termination
104_3,188,213,bifurcation
104_3,260,340,termination
104_3,207,401,bifurcation
104_3,401,69,termination
104_3,245,345,termination
104_3,350,366,bifurcation
104_3,200,396,bifurcation
104_3,305,216,termination
104_3,427,122,bifurcation
104_3,217,186,termination
104_3,269,262,termination
104_3,392,284,termination
104_3,308,279,termination
104_3,383,294,termination
104_3,245,330,termination
104_3,420,365,bifurcation
104_3,413,315,bifurcation
104_3,322,271,termination
104_3,301,220,termination
104_3,349,287,termination
104_3,367,311,termination
104_3,318,318,termination
104_3,393,349,termination
104_3,289,323,termination
104_3,164,307,termination
104_3,262,240,termination
104_3,415,375,bifurcation
104_3,399,438,termination
104_3,302,207,termination
104_3,305,204,termination
104_3,296,266,termination
104_3,253,332,termination
104_3,256,341,termination
104_3,285,227,termination
104_3,366,311,bifurcation
104_3,174,426,termination
104_3,238,243,termination
104_3,182,172,termination
104_3,431,342,bifurcation
104_3,221,176,termination
104_3,387,302,termination
104_3,209,178,termination
104_3,181,313,termination
104_3,188,429,termination
104_3,315,298,termination
104_3,411,411,termination
104_3,257,399,bifurcation
104_3,398,439,bifurcation
104_3,396,443,termination
104_3,328,276,termination
104_3,317,361,termination
104_3,296,253,termination
104_3,363,454,termination
104_3,415,385,bifurcation
104_3,385,389,bifurcation
104_3,253,59,termination
104_3,350,338,bifurcation
104_3,298,395,termination
104_3,399,318,termination
104_3,251,334,termination
104_3,386,292,bifurcation
104_3,280,226,termination
104_3,366,382,termination
104_3,272,253,termination
104_3,191,272,bifurcation
104_3,341,287,bifurcation
104_3,321,302,termination
104_3,390,447,termination
104_3,282,315,termination
104_3,396,433,bifurcation
104_3,429,339,termination
104_3,301,260,termination
104_3,358,303,termination
104_3,389,272,termination
104_4,235,169,bifurcation
104_4,260,287,termination
104_4,404,402,termination
104_4,401,106,bifurcation
104_4,398,106,bifurcation
104_4,255,308,termination
104_4,256,282,termination
104_4,214,365,termination
104_4,378,267,termination
104_4,254,142,termination
104_4,267,270,termination
104_4,366,336,bifurcation
104_4,309,190,termination
104_4,411,365,bifurcation
104_4,306,217,termination
104_4,274,159,termination
104_4,229,151,bifurcation
104_4,408,121,bifurcation
104_4,422,348,bifurcation
104_4,179,391,termination
104_4,286,208,termination
104_4,295,350,bifurcation
104_4,193,401,bifurcation
104_4,265,254,termination
104_4,322,177,termination
104_4,293,222,termination
104_4,301,195,termination
104_4,268,298,termination
104_4,252,345,bifurcation
104_4,313,357,termination
104_4,205,167,termination
104_4,252,283,termination
104_4,297,206,termination
104_4,301,187,bifurcation
104_4,398,183,termination
104_4,359,117,termination
104_4,270,264,termination
104_4,268,301,termination
104_4,424,349,termination
104_4,270,261,bifurcation
104_4,256,163,termination
104_4,414,387,bifurcation
104_4,417,371,termination
104_4,303,191,termination
104_4,419,126,termination
104_4,230,158,bifurcation
104_4,395,119,termination
104_4,236,82,termination
104_4,274,150,termination
104_4,250,147,termination
104_4,297,221,termination
104_4,301,221,bifurcation
104_4,269,303,bifurcation
104_4,327,253,termination
104_4,339,347,termination
104_4,303,164,termination
104_4,414,391,termination
104_4,365,311,termination
104_4,400,408,termination
104_4,261,264,termination
104_4,324,222,termination
104_4,396,303,termination
104_4,349,351,bifurcation
104_4,303,203,bifurcation
104_4,197,316,termination
104_4,302,199,termination
104_4,251,337,termination
104_4,395,407,bifurcation
104_4,415,380,bifurcation
104_4,411,394,termination
104_4,225,424,bifurcation
104_4,377,332,termination
104_4,417,370,termination
104_4,266,163,termination
104_4,179,369,bifurcation
104_4,318,178,termination
104_4,226,153,termination
104_4,400,367,bifurcation
104_4,401,415,termination
104_4,207,163,termination
104_4,231,151,bifurcation
104_4,399,407,bifurcation
104_4,416,361,termination
104_4,392,115,termination
104_4,284,207,bifurcation
104_4,385,82,termination
104_4,239,335,termination
104_4,415,364,bifurcation
104_4,417,366,termination
104_4,179,392,bifurcation
104_4,411,383,bifurcation
104_4,266,154,termination
104_4,283,114,termination
104_4,408,395,bifurcation
104_4,397,416,bifurcation
104_4,300,162,termination
104_4,411,118,bifurcation
104_5,282,268,bifurcation
104_5,381,370,bifurcation
104_5,338,405,termination
104_5,258,313,termination
104_5,302,222,bifurcation
104_5,269,299,termination
104_5,181,241,bifurcation
104_5,307,290,termination
104_5,294,295,termination
104_5,355,235,bifurcation
104_5,269,275,termination
104_5,369,362,termination
104_5,371,157,termination
104_5,347,402,bifurcation
104_5,353,403,bifurcation
104_5,364,413,bifurcation
104_5,240,367,termination
104_5,261,301,termination
104_5,237,392,termination
104_5,268,277,bifurcation
104_5,364,398,bifurcation
104_5,336,398,termination
104_5,234,385,bifurcation
104_5,342,166,termination
104_5,381,355,termination
104_5,278,264,bifurcation
104_5,299,222,termination
104_5,272,417,bifurcation
104_5,264,301,bifurcation
104_5,379,364,bifurcation
104_5,333,378,bifurcation
104_5,208,238,termination
104_5,238,385,bifurcation
104_5,375,381,termination
104_5,333,398,bifurcation
104_5,257,304,termination
104_5,351,395,bifurcation
104_5,273,302,termination
104_5,332,340,bifurcation
104_5,194,138,termination
104_5,242,109,termination
104_5,176,268,bifurcation
104_5,182,401,bifurcation
104_5,367,413,termination
104_5,249,373,termination
104_5,381,377,termination
104_5,365,403,termination
104_5,369,405,termination
104_5,340,396,termination
104_5,208,114,termination
104_5,341,414,bifurcation
104_5,367,406,termination
104_6,359,381,termination
104_6,204,347,bifurcation
104_6,181,403,bifurcation
104_6,204,98,termination
104_6,367,350,bifurcation
104_6,285,405,bifurcation
104_6,198,365,bifurcation
104_6,174,219,termination
104_6,211,201,bifurcation
104_6,364,379,termination
104_6,237,256,bifurcation
104_6,192,403,bifurcation
104_6,237,253,termination
104_6,329,346,termination
104_6,349,392,bifurcation
104_6,221,398,bifurcation
104_6,197,370,termination
104_6,315,401,bifurcation
104_6,302,373,termination
104_6,319,143,termination
104_6,301,387,bifurcation
104_6,270,310,termination
104_6,339,98,termination
104_6,349,358,bifurcation
104_6,196,365,bifurcation
104_6,317,383,termination
104_6,352,392,bifurcation
104_6,349,396,termination
104_6,367,347,bifurcation
104_6,319,94,bifurcation
104_6,302,396,termination
104_6,177,211,termination
104_6,230,399,bifurcation
104_6,295,324,bifurcation
104_6,261,277,termination
104_6,341,364,termination
104_6,367,125,termination
104_6,193,106,termination
104_6,325,222,bifurcation
104_6,363,367,bifurcation
104_6,356,381,bifurcation
104_6,228,284,bifurcation
104_6,364,372,bifurcation
104_6,206,347,bifurcation
104_6,367,355,bifurcation
104_6,317,92,bifurcation
104_6,174,209,bifurcation
104_6,177,209,bifurcation
104_6,303,399,bifurcation
104_6,204,343,termination
104_6,297,365,termination
104_6,316,402,termination
104_6,366,372,termination
104_6,319,399,bifurcation
104_6,223,398,termination
104_6,367,348,bifurcation
104_7,242,312,termination
104_7,381,142,bifurcation
104_7,349,337,termination
104_7,197,207,termination
104_7,331,374,termination
104_7,286,186,bifurcation
104_7,389,322,bifurcation
104_7,365,334,termination
104_7,289,166,termination
104_7,208,122,termination
104_7,226,80,termination
104_7,316,73,termination
104_7,322,374,termination
104_7,254,229,termination
104_7,323,107,termination
104_7,382,136,termination
104_7,190,352,bifurcation
104_7,352,372,bifurcation
104_7,350,342,bifurcation
104_7,323,384,bifurcation
104_7,293,172,termination
104_7,271,205,bifurcation
104_7,313,73,termination
104_7,283,186,termination
104_7,303,379,termination
104_7,373,349,termination
104_7,336,104,termination
104_7,301,166,termination
104_7,255,363,bifurcation
104_7,363,343,termination
104_7,180,186,termination
104_7,238,346,termination
104_7,290,175,termination
104_7,249,343,termination
104_7,345,320,termination
104_7,371,373,termination
104_7,243,366,termination
104_7,192,351,bifurcation
104_7,252,189,bifurcation
104_7,268,231,termination
104_7,244,234,termination
104_7,334,364,termination
104_7,252,312,bifurcation
104_7,236,359,bifurcation
104_7,277,191,termination
104_7,369,161,termination
104_7,348,176,bifurcation
104_7,285,191,termination
104_7,252,343,termination
104_7,262,239,termination
104_7,389,368,termination
104_7,264,61,termination
104_7,237,353,termination
104_7,381,394,bifurcation
104_7,389,248,termination
104_7,381,384,termination
104_7,180,174,termination
104_7,333,79,bifurcation
104_7,376,165,termination
104_7,295,158,termination
104_7,306,115,termination
104_7,279,205,termination
104_7,269,214,termination
104_7,284,180,termination
104_7,280,204,termination
104_7,270,217,termination
104_7,362,120,termination
104_7,287,210,termination
104_7,318,372,termination
104_7,244,120,termination
104_7,338,290,termination
104_7,232,364,termination
104_7,384,141,termination
104_7,200,168,termination
104_7,216,161,termination
104_7,326,364,termination
104_7,285,210,termination
104_7,344,364,termination
104_7,192,349,bifurcation
104_7,185,178,termination
104_7,258,221,termination
104_7,337,77,termination
104_7,242,238,termination
104_7,254,190,termination
104_7,300,169,bifurcation
104_7,285,190,termination
104_7,291,241,termination
104_7,318,370,termination
104_7,331,368,termination
104_7,350,332,termination
104_7,334,77,bifurcation
104_7,288,196,termination
104_7,261,226,termination
104_7,267,233,bifurcation
104_7,368,344,termination
104_7,205,128,termination
104_7,305,210,termination
104_7,377,160,termination
104_7,191,172,termination
104_7,386,213,termination
104_7,235,337,bifurcation
104_7,314,334,termination
104_7,191,212,termination
104_7,278,247,termination
104_7,249,254,termination
104_7,310,400,bifurcation
104_7,243,331,termination
104_7,246,334,termination
104_7,365,108,bifurcation
104_7,312,329,termination
104_7,286,183,termination
104_7,388,322,bifurcation
104_7,357,333,bifurcation
104_7,264,380,termination
104_7,368,355,termination
104_7,388,193,termination
104_7,320,381,bifurcation
104_7,215,156,termination
104_7,372,297,termination
104_7,322,384,bifurcation
104_7,385,188,termination
104_7,332,104,termination
104_7,204,188,bifurcation
104_7,271,190,termination
104_7,340,366,termination
104_7,329,111,termination
104_7,374,353,termination
104_7,271,222,bifurcation
104_7,249,312,bifurcation
104_7,228,76,termination
104_7,378,381,bifurcation
104_7,301,202,termination
104_7,241,339,termination
104_7,283,206,termination
104_7,382,141,bifurcation
104_7,246,223,termination
104_8,384,387,termination
104_8,319,107,termination
104_8,344,311,termination
104_8,244,333,bifurcation
104_8,383,386,bifurcation
104_8,301,209,termination
104_8,233,194,termination
104_8,345,334,termination
104_8,387,205,termination
104_8,319,98,termination
104_8,335,158,termination
104_8,259,132,termination
104_8,391,364,termination
104_8,389,209,termination
104_8,394,219,termination
104_8,338,255,termination
104_8,318,145,termination
104_8,291,195,termination
104_8,361,191,termination
104_8,307,186,termination
104_8,345,269,termination
104_8,316,153,termination
104_8,366,224,bifurcation
104_8,350,408,termination
104_8,362,138,termination
104_8,320,227,termination
104_8,324,241,termination
104_8,331,131,termination
104_8,302,278,termination
104_8,305,173,termination
104_8,308,84,termination
104_8,380,406,bifurcation
104_8,355,381,termination
104_8,371,148,termination
104_8,265,155,termination
104_8,398,360,termination
104_8,275,269,bifurcation
104_8,381,406,bifurcation
104_8,383,404,bifurcation
104_8,343,166,termination
104_8,362,142,termination
104_8,350,307,termination
104_8,257,121,termination
104_8,389,368,termination
104_8,308,206,termination
104_8,260,118,termination
104_8,309,174,termination
104_8,327,129,termination
104_8,311,218,termination
104_8,300,95,termination
104_8,342,380,termination
104_8,318,399,termination
104_8,401,128,termination
104_8,197,243,termination
104_8,267,202,termination
104_8,279,254,bifurcation
104_8,348,368,bifurcation
104_8,380,410,termination
104_8,347,304,termination
104_8,273,85,termination
104_8,331,116,termination
104_8,349,130,termination
104_8,215,269,termination
104_8,222,405,bifurcation
104_8,358,403,termination
104_8,286,236,termination
104_8,344,248,termination
104_8,261,128,termination
104_8,344,314,termination
104_8,353,381,bifurcation
104_8,364,142,termination
104_8,304,82,termination
104_8,383,196,termination
104_8,337,255,termination
104_8,398,351,bifurcation
104_8,302,222,bifurcation
104_8,316,158,termination
104_8,254,360,bifurcation
104_8,349,163,termination
104_8,334,121,termination
104_8,221,116,termination
104_8,236,82,termination
104_8,300,105,termination
104_8,353,387,bifurcation
104_8,286,258,bifurcation
104_8,336,253,termination
104_8,380,387,bifurcation
104_8,331,141,termination
104_8,336,159,termination
104_8,400,350,termination
104_8,201,236,termination
104_8,258,197,termination
104_8,346,293,termination
104_8,334,143,termination
104_8,333,256,termination
104_8,285,275,bifurcation
104_8,316,117,termination
104_8,219,197,termination
104_8,327,264,termination
104_8,332,400,bifurcation
104_8,370,346,termination
104_8,296,218,bifurcation
104_8,321,214,termination
104_8,380,371,bifurcation
104_8,347,408,termination
104_8,274,398,bifurcation
104_8,333,258,termination
104_8,246,346,termination
104_8,286,240,bifurcation
104_8,384,364,termination
104_8,219,207,termination
104_8,353,134,termination
104_8,328,109,bifurcation
104_8,359,189,termination
104_8,304,89,termination
104_8,267,261,bifurcation
104_8,384,378,termination
104_8,365,228,termination
104_8,199,211,termination
104_8,384,384,termination
104_8,347,302,termination
104_8,286,195,termination
104_8,217,263,termination
104_8,200,210,termination
104_8,235,188,termination
104_8,345,258,termination
104_8,401,346,termination
104_8,333,252,bifurcation
104_8,213,218,termination
105_1,260,270,termination
105_1,339,268,bifurcation
105_1,337,254,bifurcation
105_1,366,141,termination
105_1,369,123,termination
105_1,366,173,bifurcation
105_1,363,132,termination
105_1,356,187,termination
105_1,220,260,termination
105_1,206,157,bifurcation
105_1,190,262,bifurcation
105_1,275,271,bifurcation
105_1,366,140,termination
105_1,293,92,bifurcation
105_1,368,109,termination
105_1,189,268,bifurcation
105_1,345,110,bifurcation
105_1,364,101,termination
105_1,195,255,termination
105_1,350,98,bifurcation
105_1,206,258,termination
105_1,350,92,bifurcation
105_1,366,105,termination
105_1,366,108,bifurcation
105_1,359,267,bifurcation
105_1,335,254,termination
105_1,252,139,termination
105_1,201,269,termination
105_1,245,284,bifurcation
105_1,267,269,termination
105_1,262,268,bifurcation
105_1,189,274,termination
105_1,194,105,bifurcation
105_1,368,115,termination
105_1,328,126,bifurcation
105_1,255,280,bifurcation
105_1,345,93,bifurcation
105_1,284,89,bifurcation
105_1,354,173,bifurcation
105_1,351,258,bifurcation
105_1,360,190,termination
105_1,365,121,bifurcation
105_1,192,269,termination
105_1,191,259,termination
105_1,268,287,bifurcation
105_1,252,136,bifurcation
105_1,290,95,bifurcation
105_1,255,285,bifurcation
105_1,203,269,bifurcation
105_1,249,285,termination
105_1,359,173,termination
105_1,240,124,bifurcation
105_1,285,94,bifurcation
105_1,363,190,bifurcation
105_1,236,132,termination
105_1,218,262,bifurcation
105_1,365,168,bifurcation
105_1,369,287,bifurcation
105_1,229,260,bifurcation
105_1,206,261,bifurcation
105_1,366,121,bifurcation
105_1,248,141,termination
105_1,262,270,bifurcation
105_1,364,184,bifurcation
105_1,249,125,bifurcation
105_1,272,270,termination
105_1,364,290,bifurcation
105_1,197,223,bifurcation
105_2,221,377,bifurcation
105_2,323,316,bifurcation
105_2,339,315,bifurcation
105_2,174,403,bifurcation
105_2,331,306,bifurcation
105_2,242,252,bifurcation
105_2,331,217,termination
105_2,260,246,termination
105_2,256,237,termination
105_2,413,93,bifurcation
105_2,228,396,termination
105_2,286,286,termination
105_2,332,359,termination
105_2,432,383,termination
105_2,428,148,bifurcation
105_2,238,266,termination
105_2,333,313,termination
105_2,343,304,bifurcation
105_2,177,57,termination
105_2,355,357,bifurcation
105_2,292,259,termination
105_2,254,256,termination
105_2,432,148,termination
105_2,219,252,termination
105_2,317,301,bifurcation
105_2,289,256,termination
105_2,253,238,termination
105_2,222,378,termination
105_2,304,327,bifurcation
105_2,303,214,termination
105_2,254,247,termination
105_2,304,224,termination
105_2,311,302,termination
105_2,298,280,termination
105_2,427,136,termination
105_2,279,271,termination
105_2,203,293,termination
105_2,430,156,termination
105_2,324,302,termination
105_2,419,125,termination
105_2,327,319,bifurcation
105_2,284,230,termination
105_2,221,382,termination
105_2,212,265,termination
105_2,434,373,termination
105_2,334,180,termination
105_2,303,357,bifurcation
105_2,335,354,termination
105_2,331,299,bifurcation
105_2,269,258,termination
105_2,341,304,bifurcation
105_2,164,85,bifurcation
105_2,345,349,termination
105_2,348,301,termination
105_2,429,151,termination
105_2,399,71,bifurcation
105_2,420,374,bifurcation
105_2,168,250,bifurcation
105_2,320,316,bifurcation
105_2,283,270,termination
105_2,218,368,termination
105_2,321,380,bifurcation
105_2,327,211,termination
105_2,327,322,bifurcation
105_2,431,399,bifurcation
105_2,413,106,bifurcation
105_2,296,232,termination
105_2,202,288,termination
105_2,433,390,termination
105_2,417,250,bifurcation
105_2,302,319,bifurcation
105_2,257,247,termination
105_2,431,147,bifurcation
105_2,431,392,bifurcation
105_2,326,182,termination
105_2,275,266,termination
105_2,321,302,bifurcation
105_2,344,299,bifurcation
105_2,336,308,bifurcation
105_2,214,270,termination
105_2,337,317,bifurcation
105_2,276,254,termination
105_2,309,218,termination
105_2,415,120,bifurcation
105_2,332,316,bifurcation
105_2,294,264,termination
105_2,343,62,termination
105_2,254,210,termination
105_2,431,142,termination
105_2,313,332,bifurcation
105_2,308,332,bifurcation
105_2,156,172,bifurcation
105_2,288,278,bifurcation
105_2,292,225,termination
105_2,300,219,termination
105_3,319,294,bifurcation
105_3,224,296,termination
105_3,236,278,bifurcation
105_3,175,286,bifurcation
105_3,225,307,termination
105_3,212,299,bifurcation
105_3,220,304,bifurcation
105_3,219,298,termination
105_3,208,302,termination
105_3,235,303,bifurcation
105_3,177,73,termination
105_3,304,284,bifurcation
105_3,232,289,bifurcation
105_3,316,295,bifurcation
105_3,205,330,termination
105_3,333,117,termination
105_3,236,323,bifurcation
105_3,305,290,bifurcation
105_3,151,96,termination
105_3,289,66,termination
105_3,173,286,bifurcation
105_3,174,287,bifurcation
105_3,209,303,bifurcation
105_3,271,305,bifurcation
105_3,231,316,bifurcation
105_3,224,327,bifurcation
105_3,219,287,bifurcation
105_3,175,294,bifurcation
105_3,229,288,bifurcation
105_3,216,299,bifurcation
105_3,333,106,termination
105_3,235,306,bifurcation
105_3,303,290,termination
105_3,201,315,bifurcation
105_3,221,318,termination
105_3,254,277,bifurcation
105_3,317,298,termination
105_3,234,206,termination
105_3,239,288,bifurcation
105_3,221,312,termination
105_3,162,271,termination
105_3,213,319,bifurcation
105_3,205,323,bifurcation
105_3,301,327,termination
105_3,223,302,termination
105_3,240,308,bifurcation
105_3,312,295,bifurcation
105_3,307,285,termination
105_3,246,285,termination
105_3,223,327,bifurcation
105_3,259,300,termination
105_3,221,309,bifurcation
105_3,243,269,termination
105_3,252,317,bifurcation
105_3,188,223,termination
105_4,234,267,bifurcation
105_4,209,271,bifurcation
105_4,445,311,termination
105_4,445,245,termination
105_4,318,270,bifurcation
105_4,447,314,bifurcation
105_4,317,268,bifurcation
105_4,326,218,bifurcation
105_4,462,102,bifurcation
105_4,252,114,bifurcation
105_4,380,242,bifurcation
105_4,452,284,termination
105_4,429,309,bifurcation
105_4,450,284,bifurcation
105_4,450,289,bifurcation
105_4,317,219,termination
105_4,366,244,bifurcation
105_4,364,245,bifurcation
105_4,331,263,bifurcation
105_4,446,297,termination
105_4,321,259,bifurcation
105_4,380,235,termination
105_4,316,270,bifurcation
105_4,300,251,bifurcation
105_4,366,236,bifurcation
105_4,304,243,termination
105_4,446,247,termination
105_4,432,300,termination
105_4,446,242,bifurcation
105_4,240,290,bifurcation
105_4,462,9,bifurcation
105_4,286,331,bifurcation
105_4,449,307,bifurcation
105_4,215,122,termination
105_4,367,202,bifurcation
105_4,269,227,bifurcation
105_4,224,314,bifurcation
105_4,380,239,termination
105_4,451,236,termination
105_4,369,301,bifurcation
105_4,340,282,bifurcation
105_4,229,285,termination
105_4,204,272,bifurcation
105_4,307,7,termination
105_4,369,239,bifurcation
105_4,382,294,bifurcation
105_4,201,317,bifurcation
105_4,464,285,termination
105_4,240,288,bifurcation
105_4,326,270,termination
105_4,367,238,bifurcation
105_4,298,222,termination
105_4,436,262,bifurcation
105_4,351,261,bifurcation
105_4,375,237,termination
105_4,290,17,termination
105_4,364,227,bifurcation
105_4,424,60,bifurcation
105_4,335,227,bifurcation
105_4,381,223,bifurcation
105_4,446,47,bifurcation
105_4,345,259,termination
105_4,399,344,bifurcation
105_4,318,251,termination
105_4,206,268,bifurcation
105_4,456,267,bifurcation
105_4,406,239,termination
105_4,452,38,bifurcation
105_4,395,118,bifurcation
105_4,204,270,bifurcation
105_4,252,293,bifurcation
105_4,342,285,bifurcation
105_4,306,224,bifurcation
105_4,245,303,bifurcation
105_4,452,306,termination
105_4,407,333,termination
105_4,220,269,bifurcation
105_4,216,299,termination
105_4,458,14,termination
105_4,243,275,bifurcation
105_4,360,204,bifurcation
105_4,293,222,bifurcation
105_4,366,194,bifurcation
105_4,293,220,bifurcation
105_4,351,190,bifurcation
105_4,416,288,bifurcation
105_4,398,125,bifurcation
105_4,452,242,bifurcation
105_4,207,214,bifurcation
105_4,459,9,bifurcation
105_4,462,296,termination
